"統一編號","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址"
"00241530","治酉國際酒業有限公司","Taipei international liquor CO., LTD.","臺北市大同區太原路50號2樓","2 F., No. 50, Taiyuan Rd., Datong Dist., Taipei City 103015, Taiwan (R.O.C.)"
"00242545","永森麗股份有限公司","Yongsenli CO., LTD.","彰化縣埔心鄉瓦南村1鄰中山路381號","No. 381, Zhongshan Rd., 1st Neighborhood, Puxin Township, Changhua County 513005, Taiwan (R.O.C.)"
"00243018","安柏昇國際貿易有限公司","Amberson Global CO., LTD.","臺中市北屯區水湳里文心路三段1027號9樓","9 F., No. 1027, Sec. 3, Wenxin Rd., Shuinan Vil., Beitun Dist., Taichung City 406505, Taiwan (R.O.C.)"
"00243538","永琴科技有限公司","Yongqin Technology CO., LTD.","新竹縣竹北市溪州里中正西路1092巷5弄1號1樓","1 F., No. 1, Aly. 5, Ln. 1092, Xizhou, Zhubei City, Hsinchu County 302, Taiwan (R.O.C.)"
"00244327","誠美能源股份有限公司","Chengmei Energy CO., LTD.","臺中市南屯區春社里精科中一路11號","No. 11, Jingke Central 1st Rd., Chunshe Vil., Nantun Dist., Taichung City 408018, Taiwan (R.O.C.)"
"00244353","有濼實業有限公司","Youbo CO., LTD.","桃園市中壢區自治里強國路35號五樓","5 F., No. 35, Qiangguo Rd., Zizhi Vil., Zhongli Dist., Taoyuan City 320032, Taiwan (R.O.C.)"
"00245178","勝田有限公司","LITING CO., LTD.","臺南市佳里區安西里安西路347號1樓","1 F., No. 347, Anxi Rd., Anxi Vil., Jiali Dist., Tainan City 722004, Taiwan (R.O.C.)"
"00247555","英樺蚓生物科技有限公司","Y&H Earthworm Biotechnology Ltd.","臺北市大安區忠孝東路4段300號5樓","5 F., No. 300, Sec. 4, Zhongxiao E. Rd., Da'an Dist., Taipei City 106433, Taiwan (R.O.C.)"
"00247892","海騰設備工程有限公司","HITERM EQUIPMENT ENGINEERING CO., LTD.","嘉義市東區文雅里文雅街140巷5號","No. 5, Ln. 140, Wenya St., Wenya Vil., East Dist., Chiayi City 600047, Taiwan (R.O.C.)"
"00247957","慧動科技有限公司","MoveWise Technology Co.","臺北市大安區忠孝東路3段305號6樓之2","6 F.-2, No. 305, Sec. 3, Zhongxiao E. Rd., Da'an Dist., Taipei City 106452, Taiwan (R.O.C.)"
"00248554","輝豐晶電有限公司","A1 TECHNOLOGY CO., LTD.","臺北市松山區健康路325巷4號2樓","2 F., No. 4, Ln. 325, Jiankang Rd., Songshan Dist., Taipei City 105068, Taiwan (R.O.C.)"
"00248604","林諾設計有限公司","Lynix Design Solution LTD.","臺北市中山區復興北路70號9樓之1","9 F.-1, No. 70, Fuxing N. Rd., Zhongshan Dist., Taipei City 104104, Taiwan (R.O.C.)"
"00249245","三商洋貿股份有限公司","CH Mercury Trading CO., LTD.","彰化縣彰化市光南里南校街63號1樓","1 F., No. 63, Nanxiao St., Guangnan Vil., Changhua City, Changhua County 500054, Taiwan (R.O.C.)"
"00249575","愛樂司國際有限公司","elegance international Company Limited","臺南市永康區埔園里中山路185巷37弄7號1樓","1 F., No. 7, Aly. 37, Ln. 185, Zhongshan Rd., Puyuan Vil., Yongkang Dist., Tainan City 710056, Taiwan (R.O.C.)"
"00250328","?睿包裝諮詢有限公司","Cheery Packaging Consulting CO., LTD.","新竹縣關西鎮長安街59號","No. 59, Chang'an St., Guanxi Township, Hsinchu County 306007, Taiwan (R.O.C.)"
"00251255","鉅旺精密貿易有限公司","JYU WANG Presision Trading CO., LTD.","臺南市南區府南里永成路3段432巷32號1樓","1 F., No. 32, Ln. 432, Sec. 3, Yongcheng Rd., Funan Vil., South Dist., Tainan City 702031, Taiwan (R.O.C.)"
"00251776","宗晟企業有限公司","JUMPSON CO., LTD.","臺中市神岡區社南里中山路667巷16號","No. 16, Ln. 667, Zhongshan Rd., Shenan Vil., Shengang Dist., Taichung City 429010, Taiwan (R.O.C.)"
"00251810","浤展創新科技有限公司","Hong Zhan Innovation Technology CO., LTD.","臺中市西屯區福和里臺灣大道四段925號18樓之6","18 F.-6, No. 925, Sec. 4, Taiwan Blvd., Fuhe Vil., Xitun Dist., Taichung City 407205, Taiwan (R.O.C.)"
"00252727","科力國際有限公司","Klick international Co., ltd","嘉義市西區自強里新民路716號3樓","3 F., No. 716, Xinmin Rd., Ziqiang Vil., West Dist., Chiayi City 600022, Taiwan (R.O.C.)"
"00252938","南台南系統科技股份有限公司","nTN SI, INC.","新竹縣芎林鄉文華街306號","No.306, Wenhua St., Qionglin Township, Hsinchu County 307003, Taiwan"
"00253423","尚木研有限公司","Shang Muyan CO., LTD.","彰化縣和美鎮四張里和厝路一段150巷21號","No. 21, Ln. 150, Sec. 1, Hecuo Rd., Sizhang Vil., Hemei Township, Changhua County 508014, Taiwan (R.O.C.)"
"00253562","脆皮星文創有限公司","TRIPPINSTARCCI LTD.","臺北市文山區車前路11之7號2樓","2 F., No. 11-7, Cheqian Rd., Wenshan Dist., Taipei City 116052, Taiwan (R.O.C.)"
"00254561","兟材料科技有限公司","Sinnovate Materials LTD.","臺中市西屯區永安里國安一路151號2樓之2","2 F.-2, No. 151, Guo'an 1st Rd.,  Xitun Dist., Taichung City 407703, Taiwan (R.O.C.)"
"00254577","怡如果行銷有限公司","I JU GO.Marketing Co., Ltd.","臺北市北投區中央北路3段40巷35號1樓","1 F., No. 35, Ln. 40, Sec. 3, Zhongyang N. Rd., Beitou Dist., Taipei City 112018, Taiwan (R.O.C.)"
"00254936","創福新材料有限公司","INNOFORMU NEW MATERIAL LTD.","高雄市鳳山區勝利路91號9樓","9 F., No. 91, Shengli Rd., Fengshan Dist., Kaohsiung City 830766, Taiwan (R.O.C.)"
"00255457","享恩企業社","XIANGEN Co.","臺南市中西區城隍里民權路1段243號4樓","4 F., No. 243, Sec. 1, Minquan Rd., Chenghuang Vil., West Central Dist., Tainan City 700008, Taiwan (R.O.C.)"
"00255626","沐昌企業社","Mu Co.","臺南市關廟區關廟里大富街301巷27弄55號1樓","1 F., No. 55, Aly. 27, Ln. 301, Dafu St., Guanmiao Vil., Guanmiao Dist., Tainan City 718007, Taiwan (R.O.C.)"
"00256370","安立德企業社","Radiant Enterprise Co.","臺南市東區崇文里崇德二十街38號1樓","70173, NO. 38, CHUNG-TE 20ST.,  EAST DIS., TAINAN CITY, TAIWAN"
"00256391","壹家實業社","YiJai Company","臺南市安平區建平里中華西路2段317號6樓","6 F., No. 317, Sec. 2, Zhonghua W. Rd., Jianping Vil., Anping Dist., Tainan City 708007, Taiwan (R.O.C.)"
"00256673","屏開企業社","PING KAI Co.","臺南市歸仁區南保里大順五街43號1樓","1 F., No. 43, Dashun 5th St., Nanbao Vil., Guiren Dist., Tainan City 711013, Taiwan (R.O.C.)"
"00256890","砌濤國際商業","HITO INTERNATIONAL BUSINESS Co.","臺南市永康區復華里復華八街68號","No. 68, Fuhua 8th St., Fuhua Vil., Yongkang Dist., Tainan City 710028, Taiwan (R.O.C.)"
"00257981","軒瑀企業社","CHO Co.","臺南市永康區大橋里大橋三街199巷101號1樓","1 F., No. 101, Ln. 199, Daqiao 3rd St., Daqiao Vil., Yongkang Dist., Tainan City 710008, Taiwan (R.O.C.)"
"00259025","名泉商行","MingChuan International Company","臺南市善化區小新里小新營10之11號1樓","1 F., No. 10-11, Xiaoxinying, Xiaoxin Vil., Shanhua Dist., Tainan City 741012, Taiwan (R.O.C.)"
"00260687","捷豐企業有限公司","YAT BUN ENTERPRISES CO., LTD.","基隆市仁愛區仁五路8號12樓之2","12 F.-2, No. 8, Ren 5th Rd., Ren'ai Dist., Keelung City 200007, Taiwan (R.O.C.)"
"00261601","基水食品股份有限公司","CHI SHUI FOODS CO., LTD.","新北市三重區六張街132之1號","No. 132-1, Liuzhang St., Sanchong Dist., New Taipei City 241032, Taiwan (R.O.C.)"
"00261721","東一鋼鐵股份有限公司","TUNG-I STEEL CO., LTD.","宜蘭縣宜蘭市梅洲里梅洲一路14之10號","No. 14-10, Meizhou 1st Rd., Meizhou Vil., Yilan City, Yilan County 260023, Taiwan (R.O.C.)"
"00262773","花予心工作室","Flower Heart Studio","臺南市中西區赤嵌里中山路193號","No. 193, Zhongshan Rd., Chiqian Vil., West Central Dist., Tainan City 700007, Taiwan (R.O.C.)"
"00263576","禾悅家居用品商行","HY Houseware Company","臺南市安南區安和里府安路3段289巷46弄6號1樓","1 F., No. 6, Aly. 46, Ln. 289, Sec. 3, Fu'an Rd., Anhe Vil., Annan Dist., Tainan City 709001, Taiwan (R.O.C.)"
"00264293","律展企業社","LJ electronic Co.","臺南市中西區淺草里金華路3段230號3樓之1","3 F.-1, No. 230, Sec. 3, Jinhua Rd., Qiancao Vil., West Central Dist., Tainan City 700002, Taiwan (R.O.C.)"
"00264884","金龍貿易商行","TIAN JIN LONG TRADING CO.","臺南市歸仁區南興里文化十八街15號1樓","1 F., No. 15, Wenhua 18th St., Nanxing Vil., Guiren Dist., Tainan City 711007, Taiwan (R.O.C.)"
"00265461","心音工作室","Arcadia Mindful Space Co.","臺南市北區北華里北華街104號1樓","1 F., No. 104, Beihua St., Beihua Vil., North Dist., Tainan City 704004, Taiwan (R.O.C.)"
"00265574","圻基數位館","Qiji Digitas Company","臺南市永康區北灣里大灣路205號1樓","1 F., No. 205, Dawan Rd., Beiwan Vil., Yongkang Dist., Tainan City 710037, Taiwan (R.O.C.)"
"00265997","科世企業社","KoShris plus Company","臺南市新市區新和里富安路71號三樓之5","3 F.-5, No. 71, Fu'an Rd., Xinhe Vil., Xinshi Dist., Tainan City 744007, Taiwan (R.O.C.)"
"00266525","運盛國際企業社","Yun sheng global services Company","臺南市南區明興里金華路1段30巷27號1樓","1 F., No. 27, Ln. 30, Sec. 1, Jinhua Rd., Mingxing Vil., South Dist., Tainan City 702030, Taiwan (R.O.C.)"
"00267469","鎮穎企業社","JHEN-YING Co.","臺南市中西區淺草里金華路3段230號3樓之1","3 F.-1, No. 230, Sec. 3, Jinhua Rd., Qiancao Vil., West Central Dist., Tainan City 700002, Taiwan (R.O.C.)"
"00271479","凱升企業社","kaisheng enterprise Co.","臺南市學甲區秀昌里下溪洲10號4樓之2","4 F.-2, No. 10, Xiaxizhou, Xiuchang Vil., Xuejia Dist., Tainan City 726004, Taiwan (R.O.C.)"
"00291479","華新行實業股份有限公司","HWA HSIN HANG ENTERPRISE CO., LTD.","基隆市中正區港通里義一路210號2樓","2 F., No. 210, Yi 1st Rd., Gangtong Vil., Zhongzheng Dist., Keelung City 202001, Taiwan (R.O.C.)"
"00292994","保證責任屏東縣萬銘果菜生產合作社","Pingtung County Wan Ming Produce Cooperative for Guaranteed Responsibility","屏東縣萬丹鄉寶厝村萬新路１３８５號","No. 1385, Wanxin Rd., Wandan Township, Pingtung County 913002, Taiwan (R.O.C.)"
"00293322","隆昌工程行","LONG CHANG ENGINEERING CO.","基隆市中正區平寮里和二路四二之三號四樓","4 F., No. 42-3, He 2nd Rd., Pingliao Vil., Zhongzheng Dist., Keelung City 20247, Taiwan (R.O.C.)"
"00294053","瀚銘企業社","HANNMIN INDUSTRIAL CO.","高雄市鼓山區文忠路１６１號３樓之８","3 F.-8, No. 161, Wenzhong Rd., Gushan Dist., Kaohsiung City 80464, Taiwan (R.O.C.)"
"00295004","隆元行","LOONG YUAN HONG","基隆市仁愛區愛二路七六號","No. 76, Ai 2nd Rd., Ren’ai Dist., Keelung City 200005, Taiwan (R.O.C.)"
"00297208","普安貿易有限公司","PU AN TRADING CO., LTD.","臺北市中山區南京東路3段91號6樓A室","6 F., No. 91, Sec. 3, Nanjing E. Rd., Zhongshan Dist., Taipei City 10487, Taiwan (R.O.C.)"
"00299878","盛年行","Sheng Nian Hang","屏東縣屏東市仁愛里廣東路５６７號","No. 567, Guangdong Rd., Ren’ai Vil., Pingtung City, Pingtung County 900032, Taiwan (R.O.C.)"
"00302579","榮耀輝揚企業社","Glory Radiance Company","屏東縣屏東市楠樹里廈門街８７號2樓","2 F., No. 87, Xiamen St., Nanshu Vil., Pingtung City, Pingtung County 900006, Taiwan (R.O.C.)"
"00302769","錦繡輝煌企業社","Splendid Brilliance Company","屏東縣屏東市楠樹里廈門街８７號2樓","2 F., No. 87, Xiamen St., Nanshu Vil., Pingtung City, Pingtung County 900006, Taiwan (R.O.C.)"
"00305100","順興工業股份有限公司","TAIWAN SHUN HSING INDUSTRIAL CO., LTD.","基隆市安樂區基金一路339號","No. 339, Jijin 1st Rd., Anle Dist., Keelung City 20445, Taiwan (R.O.C.)"
"00323906","保證責任屏東縣金榮果菜生產合作社","Pingtung County Chin Jung Fruits & Vegetables Production Cooperative","屏東縣枋寮鄉隆山村金榮路173號","No. 173, Jinrong Rd., Fangliao Township, Pingtung County 940009, Taiwan (R.O.C.)"
"00325176","永毓股份有限公司","YOUNG FEELING ENTERPRISE CO., LTD.","新北市板橋區復興街１００之２號３樓","3F, NO.100-2, FU HSING ST., BANQIAO DIST., NEW TAIPEI CITY  220, TAIWAN (R.O.C.)"
"00329601","康妍美妝保養精品行","KANG YAN BEAUTY CO.","高雄市仁武區中華路４１５號１樓","1 F., No. 415, Zhonghua Rd., Renwu Dist., Kaohsiung City 81452, Taiwan (R.O.C.)"
"00350596","新三洋企業有限公司","SHIN SAN YANG Co., Ltd.","基隆市中正區港通里中正路12號3樓","3 F., No. 12, Zhongzheng Rd., Gangtong Vil., Zhongzheng Dist., Keelung City 20248, Taiwan (R.O.C.)"
"00371109","新峰機械工業股份有限公司","SHIN-FONG MECHANICAL INDUSTRY CORP. CO., LTD.","臺北市信義區忠孝東路4段500號2樓之1","2 F.-1, No. 500, Sec. 4, Zhongxiao E. Rd., Xinyi Dist., Taipei City 11071, Taiwan (R.O.C.)"
"00379904","弘益商號","HUNG I SHOP","新北市瑞芳區侯硐路一三○號一樓","1FL., NO.130, HOUTUNG RD., RUIFANG DIST., NEW TAIPEI CITY  224, TAIWAN (R.O.C.)"
"00392603","新輪輪業行","Shinetek Global Company","基隆市仁愛區仁二路102號","No. 102, Ren 2nd Rd., Ren’ai Dist., Keelung City 200012, Taiwan (R.O.C.)"
"00398304","嘉宜飾品館","FINE APPROPRIATE ACCESSORIES STORE","高雄市鼓山區吳鳳路８７號","No. 87, Wufeng Rd., Gushan Dist., Kaohsiung City 80450, Taiwan (R.O.C.)"
"00402308","富山帆布行","FUSHAN CANVAS COMPANY","基隆市中正區中砂里豐稔街132號地下一層","No. 132, Fengren St., Zhongsha Vil., Zhongzheng Dist., Keelung City 20243, Taiwan (R.O.C.)"
"00403405","福元化學製藥股份有限公司","FU YUAN  CHEM. &amp; PHARM. CO., LTD.","新北市瑞芳區大寮路95之1號","No. 95-1, Daliao Rd., Ruifang Dist., New Taipei City 22452, Taiwan (R.O.C.)"
"00410308","台昇電業有限公司","TAI SEN ELECTRICITY CO., LTD.","基隆市仁愛區忠二路4號2樓","2 F., No. 4, Zhong 2nd Rd., Ren’ai Dist., Keelung City 20041, Taiwan (R.O.C.)"
"00410406","台明汽車貨運股份有限公司","TAI MING TRANSPORTATION CO., LTD.","高雄市大寮區內坑路158之79號","No. 158-79, Neikeng Rd., Daliao Dist., Kaohsiung City 83156, Taiwan (R.O.C.)"
"00434499","億豐五金電料有限公司","YE FUNG ENTERPRISE LIMITED","基隆市中正區港通里義一路212號","No. 212, Yi 1st Rd., Gangtong Vil., Zhongzheng Dist., Keelung City 20241, Taiwan (R.O.C.)"
"00445003","慶隆百貨行","QING LONG EMPORIUM","基隆市仁愛區南榮路三三號","No. 33, Nanrong Rd., Ren’ai Dist., Keelung City 20045, Taiwan (R.O.C.)"
"00448000","慶興行","CHINQ SHING CO.","基隆市仁愛區孝三路79巷11-1號(1樓 )","1 F., No. 11-1, Ln. 79, Xiao 3rd Rd., Ren’ai Dist., Keelung City 20042, Taiwan (R.O.C.)"
"00454207","新智科技企業行","XIN ZHI ENTERPRISE CO., LTD.","高雄市小港區福隆街120號1樓","1 F., No. 120, Fulong St., Xiaogang Dist., Kaohsiung City 812006, Taiwan (R.O.C.)"
"00471206","泉?貿易行","ORGAIN CO.","高雄市左營區?後街２５號１樓","１F., No. 25, Buhou St., Zuoying Dist.,  Kaohsiung City 813, Taiwan (R.O.C.)"
"00472401","豐裕貿易股份有限公司","HONG JOO TRADING CO., LTD.","基隆市仁愛區孝三路74號4樓","4 F., No. 74, Xiao 3rd Rd., Ren’ai Dist., Keelung City 200002, Taiwan (R.O.C.)"
"00478600","雲嶺企業社","Yunling Enterprise Co.","高雄市左營區富民路182號1樓","1 F., No. 182, Fumin Rd., Zuoying Dist., Kaohsiung City 813634, Taiwan (R.O.C.)"
"00507340","山梅竹蛙商行","Koya Sanju Co.","臺北市大安區忠孝東路4段87之9號1樓","1 F., No. 87-9, Sec. 4, Zhongxiao E. Rd., Da'an Dist., Taipei City 106071, Taiwan (R.O.C.)"
"00624006","雲朵家綿花糖","MGZ COMPANY","高雄市三民區嫩江街2巷8號","No. 8, Ln. 2, Nenjiang St., Sanmin Dist., Kaohsiung City 807007, Taiwan (R.O.C.)"
"00650329","陽明海運股份有限公司基隆分公司","YANG MING MARINE TRANSPORT CORPORATION KEELUNG BRANCH","基隆市信義區信一路150號8樓","8 F., No. 150, Xin 1st Rd., Xinyi Dist., Keelung City 20145, Taiwan (R.O.C.)"
"00650398","佰懿數位企業社","BAI YI DIGITAL ENTERPRISE CO.","高雄市三民區裕誠路５８之１號１０樓","10 F., No. 58-1, Yucheng Rd., Sanmin Dist., Kaohsiung City 80794, Taiwan (R.O.C.)"
"00650622","民昌企業有限公司","MANG CHONG ENTERPRISES CO., LTD.","臺北市中山區吉林路369號6樓之1","6 F.-1, No. 369, Jilin Rd., Zhongshan Dist., Taipei City 10468, Taiwan (R.O.C.)"
"00651024","基隆巿私立培德高級工商職業學校附屬作業","MANUFACTURING FACTORY OF PETER HIGH SCHOOL OF TECHNOLO","基隆巿培德路７３號","73 PETER RD. GREEN VILLAGE KEELUNG TAIWAN."
"00651143","建翔船機工業有限公司","GEN-SHIANG MARINE MACHINERY & ENGINEERING CO., LTD.","基隆市中正區中船里16鄰中船路14巷15弄37號2樓","2 F., No. 37, Aly. 15, Ln. 14, Zhongchuan Rd., 16th Neighborhood, Zhongchuan Vil., Zhongzheng Dist., Keelung City 20242, Taiwan (R.O.C.)"
"00651158","伶強實業社","LING QIANG INDUSTRIAL CO.","高雄市前鎮區瑞華里瑞泰街140巷1號1樓","1 F., No. 1, Ln. 140, Ruitai St., Ruihua Vil., Qianzhen Dist., Kaohsiung City 80646, Taiwan (R.O.C.)"
"00652419","南昌船務代理有限公司","NAN CHANG MARITIME CO., LTD.","基隆市仁愛區孝三路81號7樓","7 F., No. 81, Xiao 3rd Rd., Ren’ai Dist., Keelung City 20042, Taiwan (R.O.C.)"
"00653780","大隆冷凍食品股份有限公司","TALUNG FROZEN FOODS CORPORATION","基隆市中正區調和街118號","No. 118, Diaohe St., Zhongzheng Dist., Keelung City 20249, Taiwan (R.O.C.)"
"00653851","巴達有限公司","PATTER COMPANY LIMITED","基隆市中正區中正路三六四號一樓","1 F., No. 364, Zhongzheng Rd., Zhongzheng Dist., Keelung City 20248, Taiwan (R.O.C.)"
"00654438","大順鑄造股份有限公司","TA SHUN CASTING CO., LTD.","基隆市基金一路339號","No. 339, Jijin 1st Rd., Anle Dist., Keelung City 20445, Taiwan (R.O.C.)"
"00654612","鴻建貿易股份有限公司","HUNG KIEN TRADING CO., LTD.","基隆市中正區港通里義一路14號","No. 14, Yi 1st Rd., Gangtong Vil., Zhongzheng Dist., Keelung City 20241, Taiwan (R.O.C.)"
"00655534","華泰船務代理有限公司","HUATAI SHIPPING CO., LTD.","新北市八里區中山路2段500巷8號","No. 8, Ln. 500, Sec. 2, Zhongshan Rd., Bali Dist., New Taipei City 24943, Taiwan (R.O.C.)"
"00655648","力祥船舶五金行","LISUN SHIP'S HARDWARE SUPPLY CO.","基隆市中正區義一路82號(夾層)","No. 82, Yi 1st Rd., Zhongzheng Dist., Keelung City 20241, Taiwan (R.O.C.)"
"00655703","杜氏管理顧問企業社","TECHNOLOGY RAIL MANAGEMENT COMPANY","高雄市鼓山區鼓山三路17之1號10樓","10 F., No. 17-1, Gushan 3rd Rd., Gushan Dist., Kaohsiung City 804014, Taiwan (R.O.C.)"
"00655979","長春貨櫃儲運股份有限公司","EXPRESS CONTAINER TERMINAL CORP.","基隆市七堵區明德三路96號","No. 96, Mingde 3rd Rd., Qidu Dist., Keelung City 206011, Taiwan (R.O.C.)"
"00656055","江華貨櫃儲運股份有限公司","JIANG HUA CONTAINERS TERMINAL CO., LTD.","高雄市前鎮區佛公路22巷13號1樓","1 F., No. 13, Ln. 22, Fogong Rd., Cianjhen Dist., Kaohsiung City 80666, Taiwan (R.O.C.)"
"00659102","海灣兄弟股份有限公司","GULF BROS, INC.","基隆市中正區港通里義一路208之5號","No. 208-5, Yi 1st Rd., Gangtong Vil., Zhongzheng Dist., Keelung City 20241, Taiwan (R.O.C.)"
"00659932","日發電化企業有限公司","ORICH ELECTRIC CO., LTD.","新北市汐止區中興路45之1號7樓","7 F., No. 45-1, Zhongxing Rd., Xizhi Dist., New Taipei City 22161, Taiwan (R.O.C.)"
"00660446","駿風企業有限公司","JUNE & FAN ENTERPRISE CO., LTD.","基隆市中正區入船里中正路164-18號","No. 164-18, Zhongzheng Rd., Ruchuan Vil., Zhongzheng Dist., Keelung City 20248, Taiwan (R.O.C.)"
"00660678","本峰鐵工廠有限公司","POOM FUNG STEEL INDUSTRIAL CO., LTD.","基隆市七堵區自強里自強路25號","No. 25, Ziqiang Rd., Ziqiang Vil., Qidu Dist., Keelung City 20641, Taiwan (R.O.C.)"
"00661563","永然船務代理業股份有限公司","PROSPERITY ENTERPRISE SHIPPING AGENCY CO., LTD.","基隆市中正區中正路12之4號3樓","3 F., No. 12-4, Zhongzheng Rd., Zhongzheng Dist., Keelung City 20248, Taiwan (R.O.C.)"
"00665379","蓬萊通運股份有限公司","Formosa Shipping & Transportation Co., Ltd","基隆市仁愛區孝四路28號","No. 28, Xiao 4th Rd., Ren’ai Dist., Keelung City 20042, Taiwan (R.O.C.)"
"00670198","允明企業有限公司","YUN MING ENTERPRISE CO., LTD.","基隆市仁愛區忠三路99號6樓之6、7","6F.-6,7, NO. 99, ZHONG 3RD RD., REN-AI DIST., KEELUNG CITY 20041, TAIWAN (R.O.C.)"
"00673673","有奕企業行","ROYAL YI FRESH INTERNATIONAL CO.","基隆市仁愛區光華里華四街１９號１樓","1 F., No. 19, Hua 4th St., Guanghua Vil., Ren’ai Dist., Keelung City 200004, Taiwan (R.O.C.)"
"00676587","泰祥重機械有限公司","TAI SHIANG HEAVY MACHINE CO., LTD.","基隆市中山區中山三路153巷29號","No. 29, Ln. 153, Zhongshan 3rd Rd., Zhongshan Dist., Keelung City 20343, Taiwan (R.O.C.)"
"00678023","賀見企業股份有限公司","HOLD CHAINS ENTERPRISE CO., INC.","臺北市信義區基隆路1段400號10樓","10 F., No. 400, Sec. 1, Keelung Rd., Xinyi Dist., Taipei City 11051, Taiwan (R.O.C.)"
"00679830","伸陸工業有限公司","SUPER LUCK INDUSTRIAL CO., LTD.","基隆市中山區新建里成功二路157號","No. 157, Chenggong 2nd Rd., Xinjian Vil., Zhongshan Dist., Keelung City 20350, Taiwan (R.O.C.)"
"00681391","虎龍企業股份有限公司","HU LUNG ENTERPRISE CO., LTD.","基隆市仁愛區仁三路42號3樓","3 F., No. 42, Ren 3rd Rd., Ren'ai Dist., Keelung City 200010, Taiwan (R.O.C.)"
"00682547","瑋達國際股份有限公司","WEITA INTERNATIONAL CORPORATION","臺北市中山區松江路66號10樓","10 F., No. 66, Songjiang Rd., Zhongshan Dist., Taipei City 104090, Taiwan (R.O.C.)"
"00688129","三中精機有限公司","CENTRAL MARINE ENGINEERING CO., LTD.","基隆市安樂區武訓街34號","No. 34, Wuxun St., Anle Dist., Keelung City 20446, Taiwan (R.O.C.)"
"00691567","錦家貿易有限公司","CHIN CHIA TRADING CO., LTD.","基隆市信義區信一路120號1樓","1 F., No. 120, Xin 1st Rd., Xinyi Dist., Keelung City 201015, Taiwan (R.O.C.)"
"00691784","聯同鐵材有限公司","LENTUNG STEEL CO., LTD.","基隆市安樂區武訓街20號","No. 20, Wuxun St., Anle Dist., Keelung City 20446, Taiwan (R.O.C.)"
"00691905","春陽海事工程有限公司","CHUN YANG MARINE AFFAIRS ENGINEERING CO., LTD.","桃園市桃園區中寧里中埔六街197巷2號1樓","1 F., No. 2, Ln. 197, Zhongpu 6th St., Zhongning Vil., Taoyuan Dist., Taoyuan City 33045, Taiwan (R.O.C.)"
"00693848","天翼企業股份有限公司","TEN E ENTERPRISE CO.","基隆市中正區中正路398號1樓","1 F., No. 398, Zhongzheng Rd., Zhongzheng Dist., Keelung City 20248, Taiwan (R.O.C.)"
"00694868","千樺有限公司","CHIAN HUAH CO., LTD.","臺北市松山區南京東路4段197號9樓之1","9 F.-1, No. 197, Sec. 4, Nanjing E. Rd., Songshan Dist., Taipei City 105406, Taiwan (R.O.C.)"
"00697350","元聯木業股份有限公司","YUAN LIEN WOOD WORK CO., LTD.","基隆市安樂區武訓街66號","No. 66, Wuxun St., Anle Dist., Keelung City 20446, Taiwan (R.O.C.)"
"00699152","永華汽艇股份有限公司","YUNG WHA MOTOR BOAT CO., LTD.","基隆市中正區正砂里正榮街28-2號1樓","1 F., No. 28-2, Zhengrong St., Zhengsha Vil., Zhongzheng Dist., Keelung City 202007, Taiwan (R.O.C.)"
"00699370","同興冷凍企業有限公司","TONG HSING REFRIGERATOR ENGINEERING CONDITION CO.","基隆市豐稔街一○七號","No. 107, Fengren St., Zhongzheng Dist., Keelung City 202004, Taiwan (R.O.C.)"
"00699771","簡隆企業有限公司","ZAY LON CO., LTD.","新北市汐止區福德一路342巷3弄16號(2樓)","2 F., No. 16, Aly. 3, Ln. 342, Fude 1st Rd., Xizhi Dist., New Taipei City 22150, Taiwan (R.O.C.)"
"00700019","國昌綜合工廠有限公司","GWO CHANG MULTI PRODUCTS CORP.","基隆市七堵區泰安路111-1號1樓","1 F., No. 111-1, Tai’an Rd., Qidu Dist., Keelung City 206006, Taiwan (R.O.C.)"
"00700094","德威工業股份有限公司","DER WAY INDUSTRIAL CO., LTD.","基隆市暖暖區八堵里3鄰源遠路7號","No. 7, Yuanyuan Rd., 3rd Neighborhood, Badu Vil., Nuannuan Dist., Keelung City 20543, Taiwan (R.O.C.)"
"00701122","臺聯貨櫃通運股份有限公司","TAIWAN ALLIED CONTAINER TERMINAL CORP.","基隆市七堵區堵南里8鄰三合街2號","No. 2, Sanhe St., 8th Neighborhood, Dunan Vil., Qidu Dist., Keelung City 206010, Taiwan (R.O.C.)"
"00705176","信大機械工程有限公司","HSIN TA MACHINE ENGINEERING CO., LTD.","基隆市安樂區麥金路187-1號6樓","6 F., No. 187-1, Maijin Rd., Anle Dist., Keelung City 204013, Taiwan (R.O.C.)"
"00705703","台灣紐朗股份有限公司","NEWLONG TAIWAN MACHINE CO., LTD.","臺北市中山區松江路82號9樓","9 F., No. 82, Songjiang Rd., Zhongshan Dist., Taipei City 10456, Taiwan (R.O.C.)"
"00706219","台灣長新股份有限公司","TAIWAN NEWLONG MACHINE WORKS, LTD.","基隆市七堵區工建南路19號","No. 19, Gongjian S. Rd., Qidu Dist., Keelung City 20647, Taiwan (R.O.C.)"
"00707189","鴻暉機械工業有限公司","HUNG HUI MACHINERY CO., LTD.","新北市汐止區大安街56巷23號","No. 23, Ln. 56, Da’an St., Xizhi Dist., New Taipei City 22178, Taiwan (R.O.C.)"
