"統一編號","廠商中文名稱","廠商英文名稱","中文營業地址","英文營業地址"
"42656985","愷昱企業股份有限公司","Kaiyu Holding Enterprises Co., Ltd.","臺北市中山區德惠街9號5樓之6","5F.-6, No. 9, Dehui St., Zhongshan Dist., Taipei City 10461, Taiwan (R.O.C.)"
"42657008","晟盟國際有限公司","CMMC INTERNATIONAL CO., LTD.","臺北市大安區忠孝東路4段221號10樓","10 F., No. 221, Sec. 4, Zhongxiao E. Rd., Da’an Dist., Taipei City 106448, Taiwan (R.O.C.)"
"42657062","養聲堂科技有限公司","YOUNG TONE TECH CO., LTD.","臺北市大同區華陰街91號7樓之5","7F.-5, No. 91, Huayin St., Datong Dist., Taipei City 10351, Taiwan (R.O.C.)"
"42657083","昇尚光電科技有限公司","SHAUNSUN CO., LTD.","臺北市信義區吳興街281巷55號3樓","3 F., No. 55, Ln. 281, Wuxing St., Xinyi Dist., Taipei City 11042, Taiwan (R.O.C.)"
"42657204","三角三股份有限公司","KOREAN CCO CCO CO., LTD","臺北市大安區延吉街70巷5弄4號","No. 4, Aly. 5, Ln. 70, Yanji St., Da’an Dist., Taipei City 10696, Taiwan (R.O.C.)"
"42657247","台灣安進藥品有限公司","AMGEN TAIWAN LIMITED","臺北市信義區松仁路100號13樓之1、之2","13 F.-1, No. 100, Songren Rd., Xinyi Dist., Taipei City 110016, Taiwan (R.O.C.)"
"42657366","奧創傳媒股份有限公司","Ultron ad CO., LTD.","臺北市中山區復興北路38號8樓","8 F., No. 38, Fuxing N. Rd., Zhongshan Dist., Taipei City 104102, Taiwan (R.O.C.)"
"42657491","午屹萬投資股份有限公司","WU,YI-WAN INVESTMENT CO., LTD.","臺北市士林區中山北路5段506號4樓","4 F., No. 506, Sec. 5, Zhongshan N. Rd., Shilin Dist., Taipei City 111005, Taiwan (R.O.C.)"
"42657507","興廣豐科技有限公司","XGF Tech Co., Ltd.","宜蘭縣冬山鄉太和村冬山路二段345號","No. 345, Sec. 2,  Dongshan Rd., Taihe Vil., Dongshan Township,  Yilan County 269027, Taiwan (R.O.C.)"
"42657529","沃田創發有限公司","WLT INNOVATION CO., LTD.","臺北市信義區基隆路1段155號7樓","7 F., No. 155, Sec. 1, Keelung Rd., Xinyi Dist., Taipei City 11070, Taiwan (R.O.C.)"
"42657680","達玖旺國際有限公司","CEO Spirit & Beverage CO., LTD.","臺北市大安區瑞安街256巷22號1樓","1 F., No. 22, Ln. 256, Rui’an St., Da’an Dist., Taipei City 106024, Taiwan (R.O.C.)"
"42657725","奕齊國際有限公司","ICHI GLOBAL TRADING CO., LTD.","臺北市士林區小西街1之12號","No. 1-12, Xiaoxi St., Shilin Dist., Taipei City 111013, Taiwan (R.O.C.)"
"42657773","富譽國際資訊有限公司","Foryourich Trading information Co., Ltd.","臺北市松山區南京東路3段346-4號8樓","8 F., No. 346-4, Sec. 3, Nanjing E. Rd., Songshan Dist., Taipei City 10595, Taiwan (R.O.C.)"
"42657817","芊浤行銷有限公司","CHEER RICHES MARKETING COMPANY LTD.","臺北市北投區懷德街50號1樓","1 F., No. 50, Huaide St., Beitou Dist., Taipei City 11281, Taiwan (R.O.C.)"
"42657838","築工室內裝修設計有限公司","Archiwork Interior Design Limited","臺北市松山區民生東路4段80巷11弄17號2樓","2 F., No. 17, Aly. 11, Ln. 80, Sec. 4, Minsheng E. Rd., Songshan Dist., Taipei City 105016, Taiwan (R.O.C.)"
"42657909","吉恩斯股份有限公司","GREEN NANO STEEL LTD.","新北市淡水區崁頂57之9號","No. 57-9, Kanding, Tamsui Dist., New Taipei City 25172, Taiwan (R.O.C.)"
"42657942","風澤有限公司","FENG ZE PET SUPPLIES CO., LTD.","臺北市大安區羅斯福路3段325號8樓之9","8F.-9, No. 325, Sec. 3, Roosevelt Rd., Da’an Dist., Taipei City 10647, Taiwan (R.O.C.)"
"42658034","邦棋有限公司","BG WORLD VISION CO., LTD.","臺北市中山區龍江路412巷17號2樓","2 F., No. 17, Ln. 412, Longjiang Rd., Zhongshan Dist., Taipei City 10474, Taiwan (R.O.C.)"
"42658105","潤鐿國際有限公司","PRO MOTO SHOP CO., LTD.","臺北市中正區和平西路2段38號1樓","1 F., No. 38, Sec. 2, Heping W. Rd., Zhongzheng Dist., Taipei City 10070, Taiwan (R.O.C.)"
"42658132","驊興國際有限公司","HUA SING GLOBAL CO., LTD.","臺北市中正區重慶南路1段57號4樓之1","4F.-1, NO. 57, SEC. 1, CHONGQING S. RD., ZHONGZHENG DIST., TAIPEI CITY 10045, TAIWAN (R.O.C.)"
"42658175","流金商號股份有限公司","REDCIRCLE CO., LTD.","臺北市松山區富錦街464號","No. 464, Fujin St., Songshan Dist., Taipei City 10588, Taiwan (R.O.C.)"
"42658225","萬穗國際股份有限公司","WONDER SEEDS INC.","臺北市大同區南京西路185巷7號3樓","3 F., No. 7, Ln. 185, Nanjing W. Rd., Datong Dist., Taipei City 103008, Taiwan (R.O.C.)"
"42658365","聯合國際藥業股份有限公司","UNITED INTERNATIONAL DRUG CO., LTD.","臺北市大安區忠孝東路4段319號10樓","10 F., No. 319, Sec. 4, Zhongxiao E. Rd., Da’an Dist., Taipei City 10696, Taiwan (R.O.C.)"
"42658421","金峰實業有限公司","Vollmond corporation","臺北市中山區明水路555號12樓之7","12F.-7, No. 555, Mingshui Rd., Zhongshan Dist., Taipei City 10462, Taiwan (R.O.C.)"
"42658484","國申科技貿易有限公司","KUO SHANG TECHNOLOGY TRADE LTD.","臺北市士林區環河北路3段131號9樓","9 F., No. 131, Sec. 3, Huanhe N. Rd., Shilin Dist., Taipei City 11171, Taiwan (R.O.C.)"
"42658528","喜得滿販促有限公司","Cinefull CO., LTD.","臺北市萬華區武昌街2段89號","No. 89, Sec. 2, Wuchang St., Wanhua Dist., Taipei City 10843, Taiwan (R.O.C.)"
"42658554","臺智生醫股份有限公司","TAIWAN PRECISION MEDICINE CORPORATION","臺北市信義區信義路4段415號9樓之3","9 F.-3, No. 415, Sec. 4, Xinyi Rd., Xinyi Dist., Taipei City 110603, Taiwan (R.O.C.)"
"42658604","八達網股份有限公司","WEB GALAXY INC.","臺北市松山區民生東路5段186號5樓","5 F., No. 186, Sec. 5, Minsheng E. Rd., Songshan Dist., Taipei City 105064, Taiwan (R.O.C.)"
"42658702","宏暢國際有限公司","MEGA SPORT INTERNATIONAL INC.","臺北市北投區公館路418號2樓","2 F., No. 418, Gongguan Rd., Beitou Dist., Taipei City 11245, Taiwan (R.O.C.)"
"42658745","莫伊氏有限公司","MOI COLLECTION CO., LTD.","臺北市內湖區洲子街68號3樓","3 F., No. 68, Zhouzi St., Neihu Dist., Taipei City 114064, Taiwan (R.O.C.)"
"42658750","瀚柏科技股份有限公司","PRO-HANNS TECHNOLOGY CO., LTD.","臺北市內湖區舊宗路2段181巷8號2樓","2 F., No. 8, Ln. 181, Sec. 2, Jiuzong Rd., Neihu Dist., Taipei City 114709, Taiwan (R.O.C.)"
"42658772","彥君企業有限公司","MEETING U CO., LTD.","新北市三重區三和路3段66號(2樓)","2 F., No. 66, Sec. 3, Sanhe Rd., Sanchong Dist., New Taipei City 241044, Taiwan (R.O.C.)"
"42658837","豐熠綠能有限公司","BRILLIANT GREEN ENERGY COMPANY LIMITED","臺北市文山區萬美街2段2巷5號3樓之5","3F.-5, No. 5, Ln. 2, Sec. 2, Wanmei St., Wenshan Dist., Taipei City 11654, Taiwan (R.O.C.)"
"42658843","感謝愛股份有限公司","THANKS AI CO., LTD.","臺北市大同區重慶北路3段76號14樓之1","14 F.-1, No. 76, Sec. 3, Chongqing N. Rd., Datong Dist., Taipei City 103041, Taiwan (R.O.C.)"
"42658908","一音投資股份有限公司","ONE MUSIC INVESTMENT CO., LTD.","臺北市信義區基隆路1段420號2樓之2","2 F.-2, No. 420, Sec. 1, Keelung Rd., Xinyi Dist., Taipei City 110613, Taiwan (R.O.C.)"
"42658914","冠亮貿易有限公司","CORONATEX CO.","臺北市松山區南京東路5段223號12樓之2","12F.-2, No. 223, Sec. 5, Nanjing E. Rd., Songshan Dist., Taipei City 10569, Taiwan (R.O.C.)"
"42658956","華圓設計行銷股份有限公司","M.C.ARCHIMOSIS CO., LTD.","臺北市中正區忠孝東路1段76號7樓之5","7 F.-5, No. 76, Sec. 1, Zhongxiao E. Rd., Zhongzheng Dist., Taipei City 100024, Taiwan (R.O.C.)"
"42658978","鮮一杯有限公司","ONE FRESH CUP COMPANY","新北市深坑區北深路3段270巷18號","No. 18, Ln. 270, Sec. 3, Beishen Rd., Shenkeng Dist., New Taipei City 22205, Taiwan (R.O.C.)"
"42659054","片山貿易有限公司","KATAYAMA TRADING CO., LTD.","臺北市大同區民權西路104號8樓之2","8F.-2, No. 104, Minquan W. Rd., Datong Dist., Taipei City 10361, Taiwan (R.O.C.)"
"42659218","中租能源開發股份有限公司","Chailease Energy Integration Co., Ltd.","臺北市內湖區瑞光路362號8樓","8 F., No. 362, Ruiguang Rd., Neihu Dist., Taipei City 114507, Taiwan (R.O.C.)"
"42659245","臺灣沃膚貿易有限公司","DR. WOLFF TAIWAN TRADING CO., LTD.","臺北市信義區基隆路1段333號19樓","19 F., No. 333, Sec. 1, Keelung Rd., Xinyi Dist., Taipei City 11012, Taiwan (R.O.C.)"
"42659250","錦龍國際有限公司","GENERAL DRAGON INTERNATIONAL CO., LTD.","臺北市文山區新光路1段65巷8號3樓","3 F., No. 8, Ln. 65, Sec. 1, Xinguang Rd., Wenshan Dist., Taipei City 11652, Taiwan (R.O.C.)"
"42659316","寶龍興業股份有限公司","Baolong Corp LTD","臺北市中山區南京東路3段26號地下1樓","1 F., No. 26, Sec. 3, Nanjing E. Rd., Zhongshan Dist., Taipei City 104703, Taiwan (R.O.C.)"
"42659322","新光網股份有限公司","SHINKONG TECHNOLOGIES CORPORATION","臺北市大安區仁愛路3段136號5樓","5 F., No. 136, Sec. 3, Ren'ai Rd., Da'an Dist., Taipei City 106465, Taiwan (R.O.C.)"
"42659391","富里顧問有限公司","FURI CONSULTING CO., LTD.","臺北市中山區南京東路1段86號5樓","5 F., No. 86, Sec. 1, Nanjing E. Rd., Zhongshan Dist., Taipei City 10454, Taiwan (R.O.C.)"
"42659435","品點子股份有限公司","VEGAN DRACULA COMPANY","臺北市大安區信義路4段233號10樓之3","10F.-3, No. 233, Sec. 4, Xinyi Rd., Da’an Dist., Taipei City 10681, Taiwan (R.O.C.)"
"42659456","海德斯軟體整合有限公司","Hades Technology Ltd.","臺北市信義區松德路65號11樓之2","11F.-2, NO. 65, SONGDE RD., XINYI DIST., TAIPEI CITY 11075, TAIWAN (R.O.C.)"
"42659499","時蜜興有限公司","ASMI ASEEM CO., LTD.","臺北市大安區忠孝東路4段293號6樓之2","6F.-2, No. 293, Sec. 4, Zhongxiao E. Rd., Da’an Dist., Taipei City 10696, Taiwan (R.O.C.)"
"42659505","樂富資產管理顧問有限公司","MILLERFUL ASSET MANAGEMENT CO., LTD.","臺北市大安區敦化南路2段77號17樓之1","17F.-1, No. 77, Sec. 2, Dunhua S. Rd., Da’an Dist., Taipei City 10682, Taiwan (R.O.C.)"
"42659553","跨傳媒體有限公司","CROSSING MEDIA LIMITED","臺北市松山區南京東路5段200號7樓之4","7F.-4, No. 200, Sec. 5, Nanjing E. Rd., Songshan Dist., Taipei City 10570, Taiwan (R.O.C.)"
"42659625","鴻億新國際貿易有限公司","HUNG YI XIN INTERNATIONAL TRADE CO., LTD.","臺北市文山區溪口街46號2樓","2 F., No. 46, Xikou St., Wenshan Dist., Taipei City 11672, Taiwan (R.O.C.)"
"42659688","億品投資有限公司","Yi-pin Investment Co., Ltd.","新北市新莊區榮華路1段52號5樓","5 F., No. 52, Sec. 1, Ronghua Rd., Xinzhuang Dist., New Taipei City 242045, Taiwan (R.O.C.)"
"42659717","家信資本投資有限公司","CHIA HSING CAPITAL INVESTMENT COMPANY, LTD.","臺北市松山區復興北路191號16樓之6","16F.-6, No. 191, Fuxing N. Rd., Songshan Dist., Taipei City 10596, Taiwan (R.O.C.)"
"42659723","米可樂創意行銷有限公司","dingdong Industrial Co., Ltd.","臺北市中山區長春路88號2樓之13","2 F.-13, No. 88, Changchun Rd., Zhongshan Dist., Taipei City 104012, Taiwan (R.O.C.)"
"42659809","玩聚設計有限公司","PLAY WITH US DESIGN CO., LTD.","臺北市文山區羅斯福路6段12號3樓之1","3F.-1, No. 12, Sec. 6, Roosevelt Rd., Wenshan Dist., Taipei City 11670, Taiwan (R.O.C.)"
"42659815","堉閎生技有限公司","UNIQUE AND HIGH END BIOTECHNOLOGY COMPANY","臺北市中山區松江路283號5樓","5 F., No. 283, Songjiang Rd., Zhongshan Dist., Taipei City 10483, Taiwan (R.O.C.)"
"42659821","祺基國際有限公司","JCW PAPER INTERNATIONAL LTD.","臺北市中山區新生北路3段1號14樓之15","14F.-15, No. 1, Sec. 3, Xinsheng N. Rd., Zhongshan Dist., Taipei City 10471, Taiwan (R.O.C.)"
"42659884","行健智聯股份有限公司","Sanitas Intelligence Company Limited","臺北市北投區泉源路11號2樓之1","2F.-1, No. 11, Quanyuan Rd., Beitou Dist., Taipei City 11247, Taiwan (R.O.C.)"
"42659913","勻溯文化事業有限公司","Ushine culture enterprise CO., LTD.","苗栗縣頭份市東庄里和平路306號6樓","6 F., No. 306, Heping Rd., Dongzhuang Vil., Toufen City, Miaoli County 351441, Taiwan (R.O.C.)"
"42659940","鴻綸國際事業有限公司","HUNG LUNN INTERNATIONAL BUSINESS CO., LTD.","臺北市大同區民權西路144巷5弄7號17樓之3","17 F.-3, No. 7, Aly. 5, Ln. 144, Minquan W. Rd., Datong Dist., Taipei City 103046, Taiwan (R.O.C.)"
"42659998","宏曄室內裝修有限公司","HUNG YE INTERIOR DESIGN CORPORATION LTD.","臺北市松山區寶清街105巷16號1樓","1 F., No. 16, Ln. 105, Baoqing St., Songshan Dist., Taipei City 105056, Taiwan (R.O.C.)"
"42660051","健康是一股份有限公司","TRUE HEALTH ENTERPRISE CO., LTD.","新北市永和區永和路2段18號11樓","11 F., No. 18, Sec. 2, Yonghe Rd., Yonghe Dist., New Taipei City 23445, Taiwan (R.O.C.)"
"42660067","有富管理顧問股份有限公司","YoWealth Management Company","新北市新莊區中正路706之11號12樓","12 F., No. 706-11, Zhongzheng Rd., Xinzhuang Dist., New Taipei City 24257, Taiwan (R.O.C.)"
"42660138","美樂房屋有限公司","Miller House LTD.","臺北市松山區塔悠路208號10樓","10 F., No. 208, Tayou Rd., Songshan Dist., Taipei City 105060, Taiwan (R.O.C.)"
"42660159","勤天科技股份有限公司","CHINTEK INC.","臺北市南港區經貿二路198號8樓之1","8 F.-1, No. 198, Jingmao 2nd Rd., Nangang Dist., Taipei City 115018, Taiwan (R.O.C.)"
"42660165","鴻圻國際股份有限公司","VAST VILLAGE INTERNATIONAL CO., LTD.","臺北市中山區中山北路1段111號22樓","22 F., No. 111, Sec. 1, Zhongshan N. Rd., Zhongshan Dist., Taipei City 104003, Taiwan (R.O.C.)"
"42660192","綠色防衛生技股份有限公司","GREEN DEFENSE CO., LTD.","臺北市大同區西寧北路70號7樓","7 F., No. 70, Xining N. Rd., Datong Dist., Taipei City 10342, Taiwan (R.O.C.)"
"42660209","連盈股份有限公司","EVEN SURPLUS CO., LTD.","臺北市大同區民權西路104號7樓之1","7 F.-1, No. 104, Minquan W. Rd., Datong Dist., Taipei City 103745, Taiwan (R.O.C.)"
"42660263","台灣三山鄉情食品有限公司","TAIWAN SAN SHAN XIANG QING FOOD CO., LTD.","臺北市大安區敦化南路1段205號7樓之5","7 F.-5, No. 205, Sec. 1, Dunhua S. Rd., Da’an Dist., Taipei City 106446, Taiwan (R.O.C.)"
"42660279","凱麥博生物科技股份有限公司","KYMAB BIOTECHNOLOGY CO., LTD.","新北市汐止區新台五路1段97號9樓","9 F., No. 97, Sec. 1, Xintai 5th Rd., Xizhi Dist., New Taipei City 221416, Taiwan (R.O.C.)"
"42660290","正衡國際科技有限公司","WISDOM INTERNATIONAL PRECISION CO., LTD.","臺中市南區樹義里福田二街311巷1號1樓","1 F., No. 1, Ln. 311, Futian 2nd St., Shuyi Vil., South Dist., Taichung City 40241, Taiwan (R.O.C.)"
"42660340","新穎興業有限公司","SING DING CO., LTD.","臺中市中區綠川里民族路23號4樓之2","4 F.-2, No. 23, Minzu Rd., Luchuan Vil., Central Dist., Taichung City 400001, Taiwan (R.O.C.)"
"42660377","安順輪業有限公司","AN SHUN MOTORCYCLE CORP.","臺中市東區樂成里建成路543之3號","No. 543-3, Jiancheng Rd., Lecheng Vil., East Dist., Taichung City 40152, Taiwan (R.O.C.)"
"42660411","大制企業有限公司","HIGHPROD ENTERPRISE CO., LTD.","臺中市東區東門里東福路9巷37號一樓","1 F., No. 37, Ln. 9, Dongfu Rd., Dongmen Vil., East Dist., Taichung City 40145, Taiwan (R.O.C.)"
"42660427","擎天龍國際有限公司","SUNNY SKY INT'L CO., LTD.","臺中市南屯區大墩四街321號地下一層","No. 321, Dadun 4th St., Nantun Dist., Taichung City 408304, Taiwan (R.O.C.)"
"42660432","欣歐國際有限公司","HSIN OU INTERNATIONAL CO., LTD.","臺中市南屯區豐樂里永春東一路421號1樓","1 F., No. 421, Yongchun E. 1st Rd., Fengle Vil., Nantun Dist., Taichung City 408009, Taiwan (R.O.C.)"
"42660475","峰春膠業有限公司","PRO RUBBER CO., LTD.","臺中市豐原區西湳里葫蘆墩三街30號1樓","1 F., No. 30, Huludun 3rd St., Xinan Vil., Fengyuan Dist., Taichung City 42086, Taiwan (R.O.C.)"
"42660566","東暐食品有限公司","DONG WEI FOOD CO., LTD.","臺中市大肚區沙田路一段946號","No. 946, Sec. 1, Shatian Rd., Dadu Dist., Taichung City 432403, Taiwan (R.O.C.)"
"42660587","琦泓企業有限公司","Qi Hong Enterprise Ltd.","臺中市大雅區大雅里民生路一段192巷17弄7號1樓","1 F., No. 7, Aly. 17, Ln. 192, Sec. 1, Minsheng Rd., Daya Vil., Daya Dist., Taichung City 42866, Taiwan (R.O.C.)"
"42660616","愛森管理顧問有限公司","AWESOME-COLLEGE MANAGEMENT CONSULTING CO., LTD.","臺中市西屯區市政路539號3樓","3 F., No. 539, Shizheng Rd., Xitun Dist., Taichung City 40757, Taiwan (R.O.C.)"
"42660664","食科院國際股份有限公司","Food Laboratories Inc.","臺中市西屯區福和里中工三路117號1樓","1 F., No. 117, Zhonggong 3rd Rd., Fuhe Vil., Xitun Dist., Taichung City 407017, Taiwan (R.O.C.)"
"42660670","金蘋果園股份有限公司","WHATSIN BEAUTY INC.","新竹縣竹北市復興三路二段168號9樓之5","9 F.-5, No. 168, Sec. 2, Fuxing 3rd Rd., Zhubei City, Hsinchu County 302052, Taiwan (R.O.C.)"
"42660685","裕泰興有限公司","Ye Song Co., Ltd.","臺中市北屯區平順里安順東十街32號4樓","4 F., No. 32, Anshun E. 10th St., Pingshun Vil., Beitun Dist., Taichung City 40649, Taiwan (R.O.C.)"
"42660691","金粟軒國際文化有限公司","GENSUSHIN INTERNATIONAL CULTURE CO., LTD.","臺中市西區中興里公益路130號5樓","5 F., No. 130, Gongyi Rd., Zhongxing Vil., West Dist., Taichung City 403024, Taiwan (R.O.C.)"
"42660714","維聖生技有限公司","GAC MOMORDICA COMPANY LIMITED","臺中市南屯區溝墘里大墩十三街23號","No. 23, Dadun 13th St., Gouqian Vil., Nantun Dist., Taichung City 40861, Taiwan (R.O.C.)"
"42660720","博爾泰股份有限公司","BIO TAI CO., LTD.","臺中市西屯區中工二路150號8樓之2","8 F.-2, No. 150, Zhonggong 2nd Rd., Xitun Dist., Taichung City 407016, Taiwan (R.O.C.)"
"42660762","中大儀器有限公司","TITAN MEDICAL INSTRUMENT CO., LTD.","臺中市西屯區何安里四川二街6號","No. 6, Sichuan 2nd St., He’an Vil., Xitun Dist., Taichung City 407034, Taiwan (R.O.C.)"
"42660778","元昌電器有限公司","DOLLAR CHANG ELECTRIC CO., LTD.","臺中市南屯區大業里大墩路902號1樓","1 F., No. 902, Dadun Rd., Daye Vil., Nantun Dist., Taichung City 40848, Taiwan (R.O.C.)"
"42660828","鑫聯盛企業有限公司","xinliansheng enterprise CO., LTD.","苗栗縣頭份市中華路951號6樓之1","6 F.-1, No. 951, Zhonghua Rd., Toufen City, Miaoli County 351622, Taiwan (R.O.C.)"
"42660854","順宏企業股份有限公司","Shunhong Opticoelectron Science & Technology Inc.","臺中市大里區東興里大明路391之3號","No. 391-3, Daming Rd., Dongxing Vil., Dali Dist., Taichung City 412014, Taiwan (R.O.C.)"
"42660876","飛騰精密齒輪有限公司","FTP GEAR MACHINERY CO., LTD","臺中市太平區精美一街13巷20號1樓","1 F., No. 20, Ln. 13, Jingmei 1st St., Taiping Dist., Taichung City 41146, Taiwan (R.O.C.)"
"42660897","程富國際有限公司","C.F Lifestyle International Co., Ltd.","臺中市北屯區平田里文心路四段955號11樓之2","11 F.-2, No. 955, Sec. 4, Wenxin Rd., Pingtian Vil., Beitun Dist., Taichung City 406505, Taiwan (R.O.C.)"
"42660947","佳豐釣具有限公司","CHIA FENG FISH TACKLE CO., LTD.","臺中市清水區橋頭里橋江南街70巷15號1樓","1 F., No. 15, Ln. 70, Qiaojiang S. St., Qiaotou Vil., Qingshui Dist., Taichung City 43646, Taiwan (R.O.C.)"
"42661024","旭詠事業有限公司","Shiu Yung CO., LTD.","臺中市西區五權五街103號1樓、105號1樓","No. 105, 1 F., No. 103, Wuquan 5th St., West Dist.,  Taichung City 403029, Taiwan (R.O.C.)"
"42661050","煒鎵實業有限公司","WAYGA INDUSTRY CO., LTD.","臺中市潭子區雅潭路一段136號1樓","1 F., No. 136, Sec. 1, Yatan Rd., Tanzi Dist., Taichung City 42752, Taiwan (R.O.C.)"
"42661087","築本國際室內裝修設計有限公司","ROOT LOCUS DESIGN CORPORATION","臺中市南區崇倫里西川一路227號1樓","1 F., No. 227, Xichuan 1st Rd., Chonglun Vil., South Dist., Taichung City 40243, Taiwan (R.O.C.)"
"42661299","泰淇實業股份有限公司","TAIQI INDUSTRIAL CO., LTD.","臺中市西區英才路501號6樓","6 F., No. 501, Yingcai Rd., West Dist., Taichung City 40350, Taiwan (R.O.C.)"
"42661312","涵舍貿易有限公司","HARN SHEH CO., LTD.","臺中市大里區永隆五街3號4樓","4 F., No. 3, Yonglong 5th St., Dali Dist., Taichung City 412019, Taiwan (R.O.C.)"
"42661333","呈尚企業有限公司","CHENG SHANG CAR INDUSTRY CO., LTD.","臺中市大肚區沙田路三段245巷81之16號","No. 81-16, Ln. 245, Sec. 3, Shatian Rd., Dadu Dist., Taichung City 43241, Taiwan (R.O.C.)"
"42661376","葡門國際有限公司","LUSO PACIFIC CORP.","臺中市西區忠明里美村路一段39之1號3樓","3 F., No. 39-1, Sec. 1, Meicun Rd., Zhongming Vil., West Dist., Taichung City 403015, Taiwan (R.O.C.)"
"42661468","聯宏實業股份有限公司","LIEN HUNG MATERIAL INTERNATIONAL CO., LTD.","臺中市大里區瑞城里中興路一段2巷1號","No. 1, Ln. 2, Sec. 1, Zhongxing Rd., Ruicheng Vil., Dali Dist., Taichung City 41267, Taiwan (R.O.C.)"
"42661489","森崎精密有限公司","MORIZAKI PRECISION CO., LTD.","臺中市大雅區秀山路381巷16號1樓","1 F., No. 16, Ln. 381, Xiushan Rd., Daya Dist., Taichung City 42878, Taiwan (R.O.C.)"
"42661495","樺緯國際有限公司","H WAVE CO., LTD.","臺中市潭子區甘蔗里勝利路100號6樓之2","6F.-2, No. 100, Shengli Rd., Ganzhe Vil., Tanzi Dist., Taichung City 42750, Taiwan (R.O.C.)"
"42661565","亞洲北海素材有限公司","ASIA HOKKAISOZAI CO., LTD","臺中市北屯區北京里進化北路12號1樓","1 F., No. 12, Jinhua N. Rd., Beijing Vil., Beitun Dist., Taichung City 406010, Taiwan (R.O.C.)"
"42661663","良成石材有限公司","LIANG CHENG STONE CO., LTD.","臺中市太平區長億里長億東五街81號","No. 81, Changyi E. 5th St., Changyi Vil., Taiping Dist., Taichung City 41145, Taiwan (R.O.C.)"
"42661684","世葳科技有限公司","SHYH UEI CO., LTD.","臺中市潭子區大豐里潭富路二段157巷3弄6號1樓","1 F., No. 6, Aly. 3, Ln. 157, Sec. 2, Tanfu Rd., Dafeng Vil., Tanzi Dist., Taichung City 427008, Taiwan (R.O.C.)"
"42661707","中業科技有限公司","REALTEC TECHNOLOGY CO., LTD.","臺中市北區長青里武漢街112號1樓","1 F., No. 112, Wuhan St., Changqing Vil., North Dist., Taichung City 40441, Taiwan (R.O.C.)"
"42661761","誠炫有限公司","C.SYUAN CO., LTD.","臺中市烏日區烏日里五光路930巷17弄33號","No. 33, Aly. 17, Ln. 930, Wuguang Rd., Wuri Vil., Wuri Dist., Taichung City 41459, Taiwan (R.O.C.)"
"42661777","博德石材有限公司","Bode Stone Co., Ltd.","臺中市太平區新高里立功路323號1樓","1 F., No. 323, Ligong Rd., Xingao Vil., Taiping Dist., Taichung City 41162, Taiwan (R.O.C.)"
"42661782","禾沃有限公司","HEWO CO., LTD.","臺中市霧峰區吉峰里中正路1224巷19號1樓","1 F., No. 19, Ln. 1224, Zhongzheng Rd., Jifeng Vil., Wufeng Dist., Taichung City 41350, Taiwan (R.O.C.)"
"42661798","重點設計印刷有限公司","POINT DESIGN PRINTING LTD","臺中市北區五常里五常街57號1樓","1 F., NO. 57, WUCHANG ST., NORTH DIST., TAICHUNG CITY 40458, TAIWAN (R.O.C.)"
"42661811","華彩國際貿易有限公司","RELIANCE PROVIDE INTERNATIONAL CO., LTD.","臺中市南區樹德里建國南路一段160號4樓","4 F., No. 160, Sec. 1, Jianguo S. Rd., Shude Vil., South Dist., Taichung City 40242, Taiwan (R.O.C.)"
"42661827","斯圖加特國際汽車有限公司","STUTTGART INTERNATIONAL AUTOMOBILE CO., LTD.","臺中市梧棲區大庄里博愛路155巷29號1樓","1 F., No. 29, Ln. 155, Bo’ai Rd., Dazhuang Vil., Wuqi Dist., Taichung City 435060, Taiwan (R.O.C.)"
"42661869","靖諺科技有限公司","JING YEN TECHNOLOGY CO., LTD","臺中市西屯區何明里大弘三街108號1樓","1 F., No. 108, Dahong 3rd St., Heming Vil., Xitun Dist., Taichung City 40746, Taiwan (R.O.C.)"
"42661880","淯成實業有限公司","DEVELOPMENT PURIFICATION CO., LTD.","臺中市太平區大興里文林街33巷34號1樓","1 F., No. 34, Ln. 33, Wenlin St., Daxing Vil., Taiping Dist., Taichung City 41153, Taiwan (R.O.C.)"
"42661903","台灣富田自動化精密機械股份有限公司","TOMIDASEIKI CO., LTD.","臺中市烏日區溪南路一段715巷8號2樓","2 F., No. 8, Ln. 715, Sec. 1, Xinan Rd., Wuri Dist., Taichung City 414020, Taiwan (R.O.C.)"
"42661930","輝睿精準輔療興業有限公司","Huirui Precision Complementary Therapy Industrial Co., Ltd.","臺中市西屯區市政北七路186號12樓之9","12 F.-9, No. 186, Shizheng N. 7th Rd., Xitun Dist., Taichung City 407612, Taiwan (R.O.C.)"
"42661994","龍子祥生技食品有限公司","LONG ZI XIANG BIOTECH FOOD CO., LTD.","臺中市大雅區員林里雅環路三段49號1樓","1 F., No. 49, Sec. 3, Yahuan Rd., Yuanlin Vil., Daya Dist., Taichung City 42870, Taiwan (R.O.C.)"
"42662017","佳俊貿易股份有限公司","FINE LIGHT TRADE CO., LTD.","臺中市龍井區忠和里臨港路二段54之1號","No. 54-1, Sec. 2, Lingang Rd., Zhonghe Vil., Longjing Dist., Taichung City 434011, Taiwan (R.O.C.)"
"42662059","彩宏國際有限公司","FLY COLORS FLYING INTERNATIONAL CO., LTD.","臺中市大里區合信街31號","No. 31, Hexin St., Dali Dist., Taichung City 41247, Taiwan (R.O.C.)"
